Nombre: XOR
Tasa de aprendizaje: 0.5
Tasa de variación: 0.2
Épocas: 4837
Capa oculta: 5

Épocas	Error
0	1.390862033916497
1	1.3114303227639714
2	1.2394619788182184
3	1.1783428657106079
4	1.1291997307330843
5	1.09153132030888
6	1.063849387734363
7	1.0442143254831056
8	1.030661476696415
9	1.0214789380027267
10	1.0153221651576811
11	1.011208534541794
12	1.0084538751537544
13	1.006596424832539
14	1.005330328546381
15	1.0044550299599697
16	1.003839536146156
17	1.003398247921139
18	1.0030750176142016
19	1.0028327819188718
20	1.0026468691418156
21	1.002500690130812
22	1.0023829623924922
23	1.0022859165568667
24	1.0022041318277577
25	1.002133774832632
26	1.0020720980962823
27	1.002017106451723
28	1.001967332785226
29	1.0019216855189328
30	1.0018793435901538
31	1.0018396832001033
32	1.0018022260522634
33	1.001766602303118
34	1.0017325237133958
35	1.0016997639635519
36	1.0016681440662252
37	1.0016375214506705
38	1.001607781724271
39	1.0015788324075279
40	1.0015505981385902
41	1.0015230169819758
42	1.0014960375735695
43	1.0014696169033521
44	1.001443718587334
45	1.0014183115166455
46	1.0013933687986325
47	1.0013688669248328
48	1.0013447851157784
49	1.001321104803943
50	1.0012978092248632
51	1.0012748830931093
52	1.0012523123449213
53	1.0012300839332988
54	1.0012081856644133
55	1.001186606066614
56	1.0011653342851692
57	1.0011443599973602
58	1.0011236733436772
59	1.001103264871784
60	1.001083125490613
61	1.001063246432512
62	1.001043619221805
63	1.0010242356484707
64	1.0010050877459085
65	1.0009861677719893
66	1.0009674681927432
67	1.000948981668174
68	1.000930701039803
69	1.000912619319611
70	1.0008947296801365
71	1.0008770254455088
72	1.000859500083272
73	1.0008421471968545
74	1.000824960518589
75	1.0008079339031934
76	1.0007910613216477
77	1.0007743368554096
78	1.0007577546909252
79	1.0007413091143964
80	1.0007249945067764
81	1.000708805338964
82	1.0006927361671814
83	1.0006767816285118
84	1.0006609364365837
85	1.0006451953773905
86	1.00062955330523
87	1.0006140051387555
88	1.0005985458571323
89	1.0005831704962846
90	1.0005678741452344
91	1.0005526519425159
92	1.0005374990726672
93	1.0005224107627915
94	1.0005073822791763
95	1.0004924089239768
96	1.0004774860319474
97	1.0004626089672237
98	1.0004477731201478
99	1.0004329739041342
100	1.0004182067525695
101	1.0004034671157447
102	1.0003887504578128
103	1.0003740522537745
104	1.000359367986477
105	1.0003446931436364
106	1.0003300232148653
107	1.000315353688715
108	1.0003006800497192
109	1.0002859977754404
110	1.0002713023335157
111	1.0002565891786965
112	1.0002418537498778
113	1.0002270914671185
114	1.000212297728642
115	1.000197467907822
116	1.0001825973501408
117	1.0001676813701255
118	1.000152715248251
119	1.0001376942278122
120	1.0001226135117567
121	1.0001074682594797
122	1.0000922535835706
123	1.0000769645465142
124	1.0000615961573394
125	1.0000461433682113
126	1.0000306010709614
127	1.0000149640935587
128	0.9999992271965066
129	0.9999833850691714
130	0.9999674323260314
131	0.9999513635028463
132	0.9999351730527402
133	0.9999188553421914
134	0.9999024046469308
135	0.9998858151477358
136	0.9998690809261201
137	0.9998521959599134
138	0.999835154118721
139	0.9998179491592656
140	0.9998005747205967
141	0.9997830243191688
142	0.9997652913437771
143	0.9997473690503471
144	0.9997292505565708
145	0.9997109288363812
146	0.99969239671426
147	0.9996736468593675
148	0.9996546717794932
149	0.9996354638148114
150	0.9996160151314392
151	0.9995963177147849
152	0.9995763633626797
153	0.9995561436782836
154	0.9995356500627507
155	0.9995148737076532
156	0.9994938055871431
157	0.9994724364498473
158	0.9994507568104839
159	0.9994287569411847
160	0.9994064268625137
161	0.9993837563341681
162	0.9993607348453497
163	0.9993373516047898
164	0.9993135955304138
165	0.9992894552386326
166	0.9992649190332412
167	0.999239974893912
168	0.9992146104642589
169	0.9991888130394613
170	0.9991625695534265
171	0.9991358665654667
172	0.9991086902464759
173	0.9990810263645835
174	0.9990528602702575
175	0.999024176880843
176	0.998994960664502
177	0.9989651956235331
178	0.9989348652770496
179	0.9989039526429758
180	0.9988724402193456
181	0.9988403099648627
182	0.9988075432786987
183	0.9987741209794889
184	0.9987400232834975
185	0.99870522978191
186	0.998669719417222
187	0.9986334704586769
188	0.9985964604767189
189	0.9985586663164135
190	0.9985200640697927
191	0.9984806290470757
192	0.9984403357467199
193	0.9983991578242493
194	0.9983570680598036
195	0.9983140383243586
196	0.9982700395445544
197	0.9982250416660754
198	0.9981790136155125
199	0.9981319232606484
200	0.998083737369092
201	0.9980344215651937
202	0.9979839402851622
203	0.9979322567303097
204	0.997879332818342
205	0.9978251291326045
206	0.9977696048692062
207	0.9977127177819163
208	0.9976544241247499
209	0.9975946785921349
210	0.9975334342565608
211	0.997470642503599
212	0.997406252964185
213	0.9973402134440459
214	0.997272469850151
215	0.9972029661140612
216	0.9971316441120497
217	0.9970584435818546
218	0.9969833020359324
219	0.9969061546710593
220	0.9968269342741408
221	0.9967455711240683
222	0.9966619928894741
223	0.9965761245222132
224	0.9964878881464095
225	0.9963972029428979
226	0.9963039850288782
227	0.99620814733261
228	0.9961095994629604
229	0.996008247573617
230	0.9959039942217779
231	0.9957967382211278
232	0.995686374488901
233	0.9955727938868393
234	0.9954558830558441
235	0.9953355242441342
236	0.9952115951287014
237	0.995083968629883
238	0.9949525127188539
239	0.9948170902178588
240	0.9946775585930017
241	0.9945337697394282
242	0.9943855697587372
243	0.994232798728479
244	0.994075290463607
245	0.993912872269768
246	0.9937453646883414
247	0.9935725812331597
248	0.9933943281188669
249	0.9932104039809074
